关联ID,版本号,发版项名称,用户ID,设备,原声摘要,原声链接,触达状态,触达话术,触达人,触达时间,备注
2.65.0::-ai助手外显::feedback-1065769684-2026/04/23 14:01:49,2.65.0,-ai助手外显,1065769684,S2,小猿有批改作业的问题，怎么设置不让孩子自己批改，因为不注意他就抄作业了,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=1065769684,未触达,,,,候选（需先在关联表确认）
2.65.0::-ai助手外显::feedback-232264690-2026/04/26 09:43:44,2.65.0,-ai助手外显,232264690,S6,小猿s6里面怎么没有t6pro里面学练机的全科趣味闯关练？能不能增加进来？,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=232264690,未触达,,,,候选（需先在关联表确认）
2.65.0::-ai助手外显::feedback-71872104-2026/04/26 10:10:26,2.65.0,-ai助手外显,71872104,E1,小猿学练机之前就冲着🈶教辅，有一课一练才买的，用来假期预习。结果这学期开始这些教辅都没有了，希望还是可以把一课一练放进来。谢谢,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=71872104,未触达,,,,候选（需先在关联表确认）
2.65.0::-ai助手外显::feedback-1133758894-2026/04/26 10:16:48,2.65.0,-ai助手外显,1133758894,E1,小猿学习机充电座坏了，山东省青岛市市南区有维修点吗？如没有？就近哪里有？,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=1133758894,未触达,,,,候选（需先在关联表确认）
2.65.0::-ai助手外显::feedback-695581025-2026/04/28 13:10:04,2.65.0,-ai助手外显,695581025,S2,小猿屏幕花了，是不是只能寄回厂家维修？大概多少钱？,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=695581025,未触达,,,,候选（需先在关联表确认）
2.65.0::-ai助手外显::feedback-1134235204-2026/05/01 08:20:34,2.65.0,-ai助手外显,1134235204,S2,"能不能升级一下绘画本的功能 连二年级小朋友都觉得幼稚
能自己上传图片绘画就好了 麻烦重视一下
希望小猿越做越好 谢谢",https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=1134235204,未触达,,,,候选（需先在关联表确认）
2.65.0::-ai助手外显::feedback-102846778-2026/05/02 09:23:43,2.65.0,-ai助手外显,102846778,S2,同步练功能一次题目太多，希望像小猿APP一样可以设置数量,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=102846778,未触达,,,,候选（需先在关联表确认）
2.65.0::-ai助手外显::feedback-412316940-2026/05/03 16:33:33,2.65.0,-ai助手外显,412316940,S2,你好6/29号我买的小猿学练机，自带题库频繁出现题型错误、答案错误、批改误判，已经更新到最新系统和题库，也核对过教材版本，问题一直存在，严重影响孩子学习。要求：登记问题、修复题库、换新/,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=412316940,未触达,,,,候选（需先在关联表确认）
2.65.0::-ai助手外显::feedback-680243326-2026/05/10 23:38:09,2.65.0,-ai助手外显,680243326,S1,小孩窝在被窝看小猿互动阅读里下载的小说，能不能增加个功能，比如完全关闭互动阅读，或者下载需要密码,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=680243326,未触达,,,,候选（需先在关联表确认）
2.65.0::-ai助手外显::feedback-508707852-2026/05/17 13:37:11,2.65.0,-ai助手外显,508707852,S6,语文三年级下学期，日积月累诗句要默写，还知道它的翻译白话，能不能增加它的功能。Ai豆包，和Ai小猿，功能能不能和豆包一样的？随时随地可以问它，还有拍照功能。,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=508707852,未触达,,,,候选（需先在关联表确认）
2.65.0::-ai助手外显::feedback-580339904-2026/05/17 16:29:24,2.65.0,-ai助手外显,580339904,S1,"致小猿学练机（北京寸阴成器科技有限公司），现就产品""系统强制限制自定义单词本每次只能添加100个单词""严重设计缺陷进行投诉。

自定义单词本强制限制每次仅能添加100个单词，孩子日常复习量远超此数，导致前面听完后面就忘，完全无法形成有效复习闭环。花高价购买的学习设备，因这一不合理系统限制基本长期无法使用，严重影响核心功能体验。

现正式要求：立即解除该限制，至少将自定义单词本容量提升至500个。如未得到有效处理，我将依次向全国12315平台（投诉主体：北京寸阴成器科技有限公司）、黑猫投诉等渠道实名投诉，并保留向媒体曝光权利。

拒绝为设计缺陷买单，请尽快答复处理方案。",https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=580339904,未触达,,,,候选（需先在关联表确认）
2.65.0::-ai助手外显::feedback-336912844-2026/05/24 21:37:38,2.65.0,-ai助手外显,336912844,S1,"客服你好，我家的小猿墨水屏学练机，在「教材同步」板块打开语文课文后，只有「看讲解」和「去练习」两个选项，找不到课文朗读、点读或熏听的功能入口。孩子需要用课本内容做晨读，请问：

1. 这个机型是否本身就不支持课本朗读功能？

2. 如果支持，请问如何开启或更新系统调出该功能？
麻烦帮忙解答一下，谢谢！",https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=336912844,未触达,,,,候选（需先在关联表确认）
2.65.0::-ai助手外显::feedback-696789957-2026/05/26 22:25:56,2.65.0,-ai助手外显,696789957,S6,译林版，江苏真题严重不足，与宣传不足，无法满足校内同步需求小猿学练机s6,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=696789957,未触达,,,,候选（需先在关联表确认）
2.65.0::-ai助手外显::feedback-580339904-2026/06/02 15:32:52,2.65.0,-ai助手外显,580339904,S1,您好！我购买的小猿学练机“听写单词”板块自定义单词一次只能添加100个，使用中几乎让我崩溃。孩子课外单词量远超这个数，每次都要分好几批手动添加，操作繁琐耗时，前面刚加完的单词还没巩固就又得清掉换下一批，复习完全被打乱。正因这个限制，我买的学练机几乎无法使用，无奈又买了zuoyebang的设备，发现对方根本没有这个困扰。调整数量上限并不是什么难题，希望客服核实后帮我把自定义单词容量提升到300至500个。此前我也反馈过，贵公司始终没有回应。如果这次仍无法解决，我只能彻底转向其它平台，相信很多家长和我感受相同，贵公司也可能因此流失大量用户。恳请重视认真对待客户的反馈，尽快整改。,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=580339904,未触达,,,,候选（需先在关联表确认）
2.65.0::-ai助手外显::feedback-502486564-2026/06/04 20:52:19,2.65.0,-ai助手外显,502486564,S6,要求超级小猿设置关闭功能权限，或者唤醒密码，孩子不思考，直接问小猿答案,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=502486564,未触达,,,,候选（需先在关联表确认）
2.65.0::-ai助手外显::feedback-431683840-2026/06/05 20:44:50,2.65.0,-ai助手外显,431683840,S6,小猿学练机S6里面的“名师课”可以投屏吗？,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=431683840,未触达,,,,候选（需先在关联表确认）
2.65.0::-ai助手外显::feedback-1065346417-2026/06/08 14:58:51,2.65.0,-ai助手外显,1065346417,E1,在电子书包的教材里面只有《语文1年级上册 》《新启航英语一年级上册》，想添加数学书本，点击+号并且用小猿APP扫过了，也没有对应的数学书籍,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=1065346417,未触达,,,,候选（需先在关联表确认）
2.65.0::-ai助手外显::feedback-1065346417-2026/06/08 15:01:27,2.65.0,-ai助手外显,1065346417,E1,小猿学练机E1的课本是2024版的，希望升级成最新的25年版和26年版的,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=1065346417,未触达,,,,候选（需先在关联表确认）
2.64.11::反应慢优化+刷新模式设置::feedback-387962260-2026/01/15 21:34:23,2.64.11,反应慢优化+刷新模式设置,387962260,S2,卡顿，反应慢。笔断触，反应慢,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=387962260,未触达,,,,候选（需先在关联表确认）
2.64.11::反应慢优化+刷新模式设置::feedback-387962260-2026/01/15 21:36:12,2.64.11,反应慢优化+刷新模式设置,387962260,S2,该怎么处理？机子反应慢，卡顿，已经是最新版本。书写笔也反应慢，而且断触，写不上。重新启动依然如此。,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=387962260,未触达,,,,候选（需先在关联表确认）
2.64.11::反应慢优化+刷新模式设置::feedback-747452153-2026/01/22 21:58:17,2.64.11,反应慢优化+刷新模式设置,747452153,S1,"设备卡顿反应慢，服务内容减配，目前没有寒假大做战内容模块…请退货处理…

已经按客服指导，做了系统升级，年级下学期选择，仍无寒假专项练习版块内容，后客服说不支持s1版本！


请尽快安排退货退款！",https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=747452153,未触达,,,,候选（需先在关联表确认）
2.64.11::反应慢优化+刷新模式设置::feedback-337575054-2026/02/23 09:50:43,2.64.11,反应慢优化+刷新模式设置,337575054,S2,少一个布置作业功能，学练机不能检查详细的完成情况。教材不对版。设备反应慢，加载卡顿。,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=337575054,未触达,,,,候选（需先在关联表确认）
2.64.11::反应慢优化+刷新模式设置::feedback-341344066-2026/01/11 09:11:36,2.64.11,反应慢优化+刷新模式设置,341344066,S2,设备卡顿，有重影,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=341344066,未触达,,,,候选（需先在关联表确认）
2.64.11::反应慢优化+刷新模式设置::feedback-1100815400-2026/03/18 20:25:15,2.64.11,反应慢优化+刷新模式设置,1100815400,E1,老是卡顿，画面模糊在那里，这个是什么情况,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=1100815400,未触达,,,,候选（需先在关联表确认）
2.64.11::反应慢优化+刷新模式设置::feedback-531329970-2026/03/22 11:20:42,2.64.11,反应慢优化+刷新模式设置,531329970,S2,学习机使用经常出现卡顿现象，提交不上去，教辅材料刷新不出来，经常出现报错情况，家里网络没有问题。,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=531329970,未触达,,,,候选（需先在关联表确认）
2.64.11::反应慢优化+刷新模式设置::feedback-126540086-2026/01/17 09:06:00,2.64.11,反应慢优化+刷新模式设置,126540086,S2,反应慢，上传不了稍微大点的文件，八年级下册电子课本我花钱买了全科，上传的时候提示文件过大,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=126540086,未触达,,,,候选（需先在关联表确认）
2.64.11::反应慢优化+刷新模式设置::feedback-520928332-2026/02/22 09:46:10,2.64.11,反应慢优化+刷新模式设置,520928332,S2,点击按键相对反应慢很多，建议提速。,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=520928332,未触达,,,,候选（需先在关联表确认）
2.64.11::反应慢优化+刷新模式设置::feedback-463919646-2026/03/06 09:14:34,2.64.11,反应慢优化+刷新模式设置,463919646,S2,写字笔反应慢，擦除功能故障，无法使用，己反馈未得到改善！,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=463919646,未触达,,,,候选（需先在关联表确认）
2.64.11::反应慢优化+刷新模式设置::feedback-750522989-2026/03/07 08:52:48,2.64.11,反应慢优化+刷新模式设置,750522989,S2,学练机反应慢，比如打开内容或者提交答案批改时，有时候要等10s不止，有时候还不成功，需要重新点击，去年没有这么慢，是不是内存不够，我要怎么清理垃圾，或者怎么做能让学练机反应快点,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=750522989,未触达,,,,候选（需先在关联表确认）
2.64.11::反应慢优化+刷新模式设置::feedback-1073907955-2026/03/19 20:09:42,2.64.11,反应慢优化+刷新模式设置,1073907955,S2,反应慢，赠送的汉印机器已经坏了,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=1073907955,未触达,,,,候选（需先在关联表确认）
2.64.11::反应慢优化+刷新模式设置::feedback-1126818349-2026/03/22 07:20:52,2.64.11,反应慢优化+刷新模式设置,1126818349,S6,反应慢，屏幕总闪,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=1126818349,未触达,,,,候选（需先在关联表确认）
2.64.11::反应慢优化+刷新模式设置::feedback-721558410-2026/04/03 16:30:55,2.64.11,反应慢优化+刷新模式设置,721558410,S2,舒心不流畅，反应慢,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=721558410,未触达,,,,候选（需先在关联表确认）
2.64.11::反应慢优化+刷新模式设置::feedback-235788786-2026/04/13 20:38:29,2.64.11,反应慢优化+刷新模式设置,235788786,S2,服务异常，有时候反应慢，笔还带虚线毛那种,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=235788786,未触达,,,,候选（需先在关联表确认）
2.64.11::反应慢优化+刷新模式设置::feedback-383040282-2026/04/29 13:25:54,2.64.11,反应慢优化+刷新模式设置,383040282,S2,笔还没挨着平板就写字了，还有屏幕反应慢,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=383040282,未触达,,,,候选（需先在关联表确认）
2.64.11::反应慢优化+刷新模式设置::feedback-399878864-2026/01/01 19:19:03,2.64.11,反应慢优化+刷新模式设置,399878864,S2,体系学中的爆款名师课课程数量减少了很多，重启刷新都没有用,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=399878864,未触达,,,,候选（需先在关联表确认）
2.64.11::反应慢优化+刷新模式设置::feedback-688705086-2026/01/01 22:13:09,2.64.11,反应慢优化+刷新模式设置,688705086,S2,设备卡顿，维修后还是没用，我都是充满嗲寄走的，维修工程没技术含量就在推卸责任说我没充电。机器不好，使用不灵敏。修了还是不能用。还有视频不能发。维修没有技术含量，没有修好机器，浪费我的时间和精力。强烈投诉举报你们商家！这样子差的产品给我用我是要怀疑你们给我发的翻新机。麻烦你们给我退款退货,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=688705086,未触达,,,,候选（需先在关联表确认）
2.64.11::反应慢优化+刷新模式设置::feedback-1063797098-2026/01/02 18:25:21,2.64.11,反应慢优化+刷新模式设置,1063797098,S2,设备多次卡死，重启之后已经写了的内容消失。笔很多次出现卡顿，还有无接触出现书写痕迹,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=1063797098,未触达,,,,候选（需先在关联表确认）
2.64.11::反应慢优化+刷新模式设置::feedback-220787652-2026/01/03 18:31:45,2.64.11,反应慢优化+刷新模式设置,220787652,S2,这是我第三次遇到问题了，质量确实堪忧，写的好好的突然卡顿了，上次上死机黑屏,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=220787652,未触达,,,,候选（需先在关联表确认）
2.64.11::反应慢优化+刷新模式设置::feedback-612103458-2026/01/05 21:17:11,2.64.11,反应慢优化+刷新模式设置,612103458,S2,翻页是页面太花，卡顿严重,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=612103458,未触达,,,,候选（需先在关联表确认）
2.64.11::反应慢优化+刷新模式设置::feedback-1088554356-2026/01/10 13:20:41,2.64.11,反应慢优化+刷新模式设置,1088554356,E1,笔头没有完全接触到屏幕，就会有刺激出现。频繁卡顿甚至死机。卡顿时间有时候超过一分钟。,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=1088554356,未触达,,,,候选（需先在关联表确认）
2.64.11::反应慢优化+刷新模式设置::feedback-260257704-2026/01/10 22:21:13,2.64.11,反应慢优化+刷新模式设置,260257704,S2,经常出现卡顿、书写后没反应、点击电源键没反应。需要强制重启 。,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=260257704,未触达,,,,候选（需先在关联表确认）
2.64.11::反应慢优化+刷新模式设置::feedback-391863900-2026/01/11 19:20:45,2.64.11,反应慢优化+刷新模式设置,391863900,S6,切换页面时卡顿,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=391863900,未触达,,,,候选（需先在关联表确认）
2.64.11::反应慢优化+刷新模式设置::feedback-545019020-2026/01/11 19:23:45,2.64.11,反应慢优化+刷新模式设置,545019020,S2,屏幕容易变花，这已经是第二次了,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=545019020,未触达,,,,候选（需先在关联表确认）
2.64.11::反应慢优化+刷新模式设置::feedback-692633097-2026/01/12 21:09:54,2.64.11,反应慢优化+刷新模式设置,692633097,S6,建议手动批改要经过管理端同意，现在小朋友把做错的都拼手动改为正确的，已经严重影响试用了,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=692633097,未触达,,,,候选（需先在关联表确认）
2.64.11::反应慢优化+刷新模式设置::feedback-612425521-2026/01/12 21:41:31,2.64.11,反应慢优化+刷新模式设置,612425521,S2,拍照批改时，摄像头反应太迟钝，严重影响效率,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=612425521,未触达,,,,候选（需先在关联表确认）
2.64.11::反应慢优化+刷新模式设置::feedback-713016057-2026/01/12 22:10:05,2.64.11,反应慢优化+刷新模式设置,713016057,S2,视频模糊，,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=713016057,未触达,,,,候选（需先在关联表确认）
2.64.11::反应慢优化+刷新模式设置::feedback-157591420-2026/01/14 21:44:42,2.64.11,反应慢优化+刷新模式设置,157591420,S6,孩子答案明明写对了，总是给批改错误，而且反应有点慢，卡顿。,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=157591420,未触达,,,,候选（需先在关联表确认）
2.64.11::反应慢优化+刷新模式设置::feedback-482267214-2026/01/14 22:03:19,2.64.11,反应慢优化+刷新模式设置,482267214,S2,设备卡顿怎么办，没有任何反应,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=482267214,未触达,,,,候选（需先在关联表确认）
2.64.11::反应慢优化+刷新模式设置::feedback-1067437017-2026/01/15 22:11:19,2.64.11,反应慢优化+刷新模式设置,1067437017,S2,笔有重影，写不了字太粗，,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=1067437017,未触达,,,,候选（需先在关联表确认）
2.64.11::反应慢优化+刷新模式设置::feedback-120675854-2026/01/17 13:45:40,2.64.11,反应慢优化+刷新模式设置,120675854,S2,画面卡顿,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=120675854,未触达,,,,候选（需先在关联表确认）
2.64.11::反应慢优化+刷新模式设置::feedback-803001041-2026/01/17 21:22:42,2.64.11,反应慢优化+刷新模式设置,803001041,S2,卡顿，写不出字,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=803001041,未触达,,,,候选（需先在关联表确认）
2.64.11::反应慢优化+刷新模式设置::feedback-1091870334-2026/01/18 16:58:04,2.64.11,反应慢优化+刷新模式设置,1091870334,E1,卡顿严重，错误判断,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=1091870334,未触达,,,,候选（需先在关联表确认）
2.64.11::反应慢优化+刷新模式设置::feedback-750660181-2026/01/19 22:25:15,2.64.11,反应慢优化+刷新模式设置,750660181,S2,出现卡顿,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=750660181,未触达,,,,候选（需先在关联表确认）
2.64.11::反应慢优化+刷新模式设置::feedback-210213490-2026/01/19 22:37:26,2.64.11,反应慢优化+刷新模式设置,210213490,S6,屏幕会卡顿，切换不流畅,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=210213490,未触达,,,,候选（需先在关联表确认）
2.64.11::反应慢优化+刷新模式设置::feedback-1012777856-2026/01/20 14:16:56,2.64.11,反应慢优化+刷新模式设置,1012777856,S2,在使用过程中经常出现卡顿的情况,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=1012777856,未触达,,,,候选（需先在关联表确认）
2.64.11::反应慢优化+刷新模式设置::feedback-582233737-2026/01/23 16:18:41,2.64.11,反应慢优化+刷新模式设置,582233737,S2,设备出现花屏状态。,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=582233737,未触达,,,,候选（需先在关联表确认）
2.64.11::反应慢优化+刷新模式设置::feedback-582233737-2026/01/23 16:20:37,2.64.11,反应慢优化+刷新模式设置,582233737,S2,设备无法正常使用，出现花屏。,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=582233737,未触达,,,,候选（需先在关联表确认）
2.64.11::反应慢优化+刷新模式设置::feedback-487888404-2026/01/23 17:29:12,2.64.11,反应慢优化+刷新模式设置,487888404,S2,使用的时候卡顿,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=487888404,未触达,,,,候选（需先在关联表确认）
2.64.11::反应慢优化+刷新模式设置::feedback-210886572-2026/01/23 20:03:44,2.64.11,反应慢优化+刷新模式设置,210886572,E1,画面卡住，颜色发暗,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=210886572,未触达,,,,候选（需先在关联表确认）
2.64.11::反应慢优化+刷新模式设置::feedback-223366466-2026/01/24 20:28:28,2.64.11,反应慢优化+刷新模式设置,223366466,S6,写的字会重影,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=223366466,未触达,,,,候选（需先在关联表确认）
2.64.11::反应慢优化+刷新模式设置::feedback-532561967-2026/01/26 10:52:08,2.64.11,反应慢优化+刷新模式设置,532561967,S2,写字笔更换一次笔芯就卡顿,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=532561967,未触达,,,,候选（需先在关联表确认）
2.64.11::反应慢优化+刷新模式设置::feedback-1030680200-2026/01/31 09:58:17,2.64.11,反应慢优化+刷新模式设置,1030680200,S2,经常判错题，而且有时候卡顿之后做的题全没了,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=1030680200,未触达,,,,候选（需先在关联表确认）
2.64.11::反应慢优化+刷新模式设置::feedback-463742348-2026/02/02 12:34:13,2.64.11,反应慢优化+刷新模式设置,463742348,S2,卡顿，死机是产品硬件问题，不应该我们承担费用。另外我们机器首次登录不是我们的手机号，我们怀疑是翻新机，而且我们每年都在维修这个机器。具体维修记录你们可以自己查看。,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=463742348,未触达,,,,候选（需先在关联表确认）
2.64.11::反应慢优化+刷新模式设置::feedback-1092089741-2026/02/02 15:29:25,2.64.11,反应慢优化+刷新模式设置,1092089741,S2,卡顿，死机,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=1092089741,未触达,,,,候选（需先在关联表确认）
2.64.11::反应慢优化+刷新模式设置::feedback-522988794-2026/02/02 22:12:32,2.64.11,反应慢优化+刷新模式设置,522988794,S2,关不了机卡顿才买了一年,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=522988794,未触达,,,,候选（需先在关联表确认）
2.64.11::反应慢优化+刷新模式设置::feedback-477462046-2026/02/02 22:12:39,2.64.11,反应慢优化+刷新模式设置,477462046,S2,速度慢卡顿，不流畅,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=477462046,未触达,,,,候选（需先在关联表确认）
2.64.11::反应慢优化+刷新模式设置::feedback-257525568-2026/02/04 20:54:16,2.64.11,反应慢优化+刷新模式设置,257525568,S2,英语阅读在哪个里面,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=257525568,未触达,,,,候选（需先在关联表确认）
2.64.11::反应慢优化+刷新模式设置::feedback-1124155298-2026/02/06 21:00:47,2.64.11,反应慢优化+刷新模式设置,1124155298,S6,攻克一次薄弱点任务，完成了也不刷新,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=1124155298,未触达,,,,候选（需先在关联表确认）
2.64.11::反应慢优化+刷新模式设置::feedback-750497527-2026/02/08 22:08:03,2.64.11,反应慢优化+刷新模式设置,750497527,S2,触控反馈相当差，点击很长时间都没有反应，写字时触控笔距离屏幕还有15mm左右就开始出现笔痕，根本无法写出正确的字，设备卡顿严重，反应特别慢，屏幕花屏严重，体验感太差了.,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=750497527,未触达,,,,候选（需先在关联表确认）
2.64.11::反应慢优化+刷新模式设置::feedback-393233324-2026/02/08 22:22:03,2.64.11,反应慢优化+刷新模式设置,393233324,S2,笔擦死垃圾，总是掉，笔也感应不良，设备卡顿,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=393233324,未触达,,,,候选（需先在关联表确认）
2.64.11::反应慢优化+刷新模式设置::feedback-731102552-2026/02/14 16:42:32,2.64.11,反应慢优化+刷新模式设置,731102552,S2,机子现在用卡顿,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=731102552,未触达,,,,候选（需先在关联表确认）
2.64.11::反应慢优化+刷新模式设置::feedback-707436849-2026/02/24 08:22:31,2.64.11,反应慢优化+刷新模式设置,707436849,S2,设备卡顿，没有想要的功能，内容错误，批改经常出错,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=707436849,未触达,,,,候选（需先在关联表确认）
2.64.11::反应慢优化+刷新模式设置::feedback-472653746-2026/02/25 15:40:58,2.64.11,反应慢优化+刷新模式设置,472653746,S2,设备卡顿,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=472653746,未触达,,,,候选（需先在关联表确认）
2.64.11::反应慢优化+刷新模式设置::feedback-593671981-2026/02/25 21:50:12,2.64.11,反应慢优化+刷新模式设置,593671981,S6,题目都能写错，误导孩子审题，第一次买小猿有点失望，用起来还有点卡顿！,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=593671981,未触达,,,,候选（需先在关联表确认）
2.64.11::反应慢优化+刷新模式设置::feedback-367730054-2026/02/28 21:48:28,2.64.11,反应慢优化+刷新模式设置,367730054,S2,时不时总会卡顿,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=367730054,未触达,,,,候选（需先在关联表确认）
2.64.11::反应慢优化+刷新模式设置::feedback-1126509039-2026/03/01 12:45:01,2.64.11,反应慢优化+刷新模式设置,1126509039,S6,这个为什么会有重影啊,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=1126509039,未触达,,,,候选（需先在关联表确认）
2.64.11::反应慢优化+刷新模式设置::feedback-1069430951-2026/03/01 15:23:50,2.64.11,反应慢优化+刷新模式设置,1069430951,S2,买回来这个笔就已经不好写，还卡顿，我都不说了，之前买了两部说屏，屏幕坏了，可以保修，换一个就超过两个月，买两台还换一个屏幕，还不给换，你这你们这样的售后还有人找你们买吗？,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=1069430951,未触达,,,,候选（需先在关联表确认）
2.64.11::反应慢优化+刷新模式设置::feedback-210588166-2026/03/02 19:56:59,2.64.11,反应慢优化+刷新模式设置,210588166,S2,英语四年级下北京版新课标-专项突破-英语-英语点读，刷新不出来,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=210588166,未触达,,,,候选（需先在关联表确认）
2.64.11::反应慢优化+刷新模式设置::feedback-1123993525-2026/03/03 11:25:55,2.64.11,反应慢优化+刷新模式设置,1123993525,S6,上传文件刷新后 学习机上还是没有文件,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=1123993525,未触达,,,,候选（需先在关联表确认）
2.64.11::反应慢优化+刷新模式设置::feedback-535428803-2026/03/03 21:52:02,2.64.11,反应慢优化+刷新模式设置,535428803,S2,"内容更新错误，三年级上学期数学人教版就不对啦，这个学期数学也对不上，无法跟着系统学练
设备卡顿，写字笔更新了还是卡☹️",https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=535428803,未触达,,,,候选（需先在关联表确认）
2.64.11::反应慢优化+刷新模式设置::feedback-666018635-2026/03/06 21:03:20,2.64.11,反应慢优化+刷新模式设置,666018635,S6,翻页不顺！卡顿特别厉害！！！！还有题外话问一句如果做数学题的时候画直线，屏幕有点出直尺类的工作吗？,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=666018635,未触达,,,,候选（需先在关联表确认）
2.64.11::反应慢优化+刷新模式设置::feedback-662432922-2026/03/06 21:39:39,2.64.11,反应慢优化+刷新模式设置,662432922,E1,卡顿,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=662432922,未触达,,,,候选（需先在关联表确认）
2.64.11::反应慢优化+刷新模式设置::feedback-685145908-2026/03/08 10:28:43,2.64.11,反应慢优化+刷新模式设置,685145908,S2,上次寄修完，都没有改善，都是卡顿,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=685145908,未触达,,,,候选（需先在关联表确认）
